"area","ratio","pav","solo","exp","azi","comp","vid","abs","paf","fv","ven","somb","tbsm"
52,2,"inter","solo","meio",0,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,0.5,"cob","solo","meio",0,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,0.5,"cob","solo","meio",0,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,1,"cob","solo","meio",0,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,1,"cob","solo","meio",0,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,2,"cob","solo","meio",0,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,2,"cob","solo","meio",0,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,0.5,"terreo","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,0.5,"terreo","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,1,"terreo","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,1,"terreo","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,2,"terreo","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,2,"terreo","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,0.5,"inter","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,0.5,"inter","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,1,"inter","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,1,"inter","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,2,"inter","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,2,"inter","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,0.5,"cob","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,0.5,"cob","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,1,"cob","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,1,"cob","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,2,"cob","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,2,"cob","solo","canto",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,0.5,"terreo","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,0.5,"terreo","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,1,"terreo","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,1,"terreo","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,2,"terreo","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,2,"terreo","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,0.5,"inter","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,0.5,"inter","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,1,"inter","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,1,"inter","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,2,"inter","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,2,"inter","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,0.5,"cob","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,0.5,"cob","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,1,"cob","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,1,"cob","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,2,"cob","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
52,2,"cob","solo","meio",180,"sfiso","simples_fs87",0.2,10,0.45,"sim",120,26.82
34,0.5,"terreo","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"terreo","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"terreo","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"terreo","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"terreo","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"terreo","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"inter","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"inter","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"inter","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"inter","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"inter","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"inter","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"cob","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"cob","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"cob","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"cob","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"cob","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"cob","solo","canto",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"terreo","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"terreo","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"terreo","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"terreo","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"terreo","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"terreo","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"inter","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"inter","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"inter","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"inter","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"inter","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"inter","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"cob","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"cob","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"cob","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"cob","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"cob","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"cob","solo","meio",0,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"terreo","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"terreo","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"terreo","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"terreo","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"terreo","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"terreo","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"inter","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"inter","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"inter","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"inter","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"inter","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"inter","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"cob","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"cob","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"cob","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"cob","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"cob","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"cob","solo","canto",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"terreo","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"terreo","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"terreo","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"terreo","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"terreo","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"terreo","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"inter","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"inter","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"inter","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"inter","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"inter","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"inter","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"cob","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"cob","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"cob","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"cob","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"cob","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"cob","solo","meio",180,"ref","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"terreo","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"terreo","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"terreo","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"terreo","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"terreo","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"terreo","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"inter","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"inter","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"inter","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"inter","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"inter","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"inter","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"cob","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"cob","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"cob","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"cob","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"cob","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"cob","solo","canto",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"terreo","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"terreo","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"terreo","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"terreo","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"terreo","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"terreo","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"inter","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"inter","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"inter","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"inter","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"inter","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"inter","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"cob","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"cob","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"cob","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"cob","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"cob","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"cob","solo","meio",0,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"terreo","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"terreo","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"terreo","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"terreo","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"terreo","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"terreo","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"inter","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"inter","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"inter","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"inter","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"inter","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"inter","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"cob","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"cob","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"cob","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"cob","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"cob","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"cob","solo","canto",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"terreo","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"terreo","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"terreo","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"terreo","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"terreo","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"terreo","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"inter","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"inter","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"inter","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"inter","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"inter","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"inter","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"cob","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"cob","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"cob","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"cob","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"cob","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"cob","solo","meio",180,"tv","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"terreo","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"terreo","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"terreo","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"terreo","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"terreo","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"terreo","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"inter","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"inter","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"inter","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"inter","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"inter","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"inter","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"cob","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"cob","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"cob","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"cob","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"cob","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"cob","solo","canto",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"terreo","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"terreo","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"terreo","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"terreo","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"terreo","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"terreo","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"inter","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"inter","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"inter","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"inter","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"inter","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"inter","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"cob","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"cob","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"cob","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"cob","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"cob","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"cob","solo","meio",0,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"terreo","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"terreo","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"terreo","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"terreo","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"terreo","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"terreo","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"inter","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"inter","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"inter","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"inter","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"inter","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"inter","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"cob","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"cob","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"cob","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"cob","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"cob","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"cob","solo","canto",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"terreo","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"terreo","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"terreo","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"terreo","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"terreo","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"terreo","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"inter","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"inter","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"inter","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"inter","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"inter","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"inter","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"cob","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,0.5,"cob","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,1,"cob","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,1,"cob","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,2,"cob","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
52,2,"cob","solo","meio",180,"sfiso","duplo_fs39-87",0.2,10,0.45,"sim",120,26.82
34,0.5,"terreo","solo","canto",0,"ref","simples_fs87",0.8,10,0.45,"sim",120,26.82
52,0.5,"terreo","solo","canto",0,"ref","simples_fs87",0.8,10,0.45,"sim",120,26.82
34,1,"terreo","solo","canto",0,"ref","simples_fs87",0.8,10,0.45,"sim",120,26.82
52,1,"terreo","solo","canto",0,"ref","simples_fs87",0.8,10,0.45,"sim",120,26.82
34,2,"terreo","solo","canto",0,"ref","simples_fs87",0.8,10,0.45,"sim",120,26.82
52,2,"terreo","solo","canto",0,"ref","simples_fs87",0.8,10,0.45,"sim",120,26.82
34,0.5,"inter","solo","canto",0,"ref","simples_fs87",0.8,10,0.45,"sim",120,26.82
52,0.5,"inter","solo","canto",0,"ref","simples_fs87",0.8,10,0.45,"sim",120,26.82
34,1,"inter","solo","canto",0,"ref","simples_fs87",0.8,10,0.45,"sim",120,26.82
52,1,"inter","solo","canto",0,"ref","simples_fs87",0.8,10,0.45,"sim",120,26.82
34,2,"inter","solo","canto",0,"ref","simples_fs87",0.8,10,0.45,"sim",120,26.82
52,2,"inter","solo","canto",0,"ref","simples_fs87",0.8,10,0.45,"sim",120,26.82
34,0.5,"cob","solo","canto",0,"ref","simples_fs87",0.8,10,0.45,"sim",120,26.82
